unix_ts,event,seq,workload_id,policy
1784880893.181973106,workload_start,1,steady_start,gate_on_latency_plus_saturation
1784880924.580435287,workload_end,1,steady_start,gate_on_latency_plus_saturation
1784880932.426769032,workload_start,2,short_ramp,gate_on_latency_plus_saturation
1784880966.191979741,workload_end,2,short_ramp,gate_on_latency_plus_saturation
1784880972.927728661,workload_start,3,prefill_shift,gate_on_latency_plus_saturation
1784881004.334492005,workload_end,3,prefill_shift,gate_on_latency_plus_saturation
1784881012.125281704,workload_start,4,decode_shift,gate_on_latency_plus_saturation
1784881059.109263840,workload_end,4,decode_shift,gate_on_latency_plus_saturation
1784881066.865678158,workload_start,5,sudden_burst,gate_on_latency_plus_saturation
1784881099.760267946,workload_end,5,sudden_burst,gate_on_latency_plus_saturation
1784881106.511170438,workload_start,6,short_recovery,gate_on_latency_plus_saturation
1784881141.929205658,workload_end,6,short_recovery,gate_on_latency_plus_saturation
1784881149.832873828,workload_start,7,long_prefill,gate_on_latency_plus_saturation
