actual_benchmark_duration_s,actual_failed_requests,actual_measured_saturated,actual_output_token_throughput_tps,actual_p99_itl_ms,actual_p99_tpot_ms,actual_p99_ttft_ms,actual_request_throughput_rps,actual_saturation_assessment,actual_successful_requests,actual_throughput_ratio,actual_total_token_throughput_tps,actual_tpot_slo_ok,actual_ttft_slo_ok,combined_avg_power_w,combined_energy_j,configured_request_rate_rps,decision_mode,decision_status,decode_ganymede_gpu_mem_clock_avg_mhz,decode_ganymede_gpu_mem_clock_max_mhz,decode_ganymede_gpu_mem_util_avg_pct,decode_ganymede_gpu_mem_util_max_pct,decode_ganymede_gpu_memory_used_avg_mib,decode_ganymede_gpu_memory_used_max_mib,decode_ganymede_gpu_power_avg_w,decode_ganymede_gpu_power_limit_avg_w,decode_ganymede_gpu_power_limit_max_w,decode_ganymede_gpu_power_max_w,decode_ganymede_gpu_pstate_mode,decode_ganymede_gpu_sm_clock_avg_mhz,decode_ganymede_gpu_sm_clock_max_mhz,decode_ganymede_gpu_sm_clock_min_mhz,decode_ganymede_gpu_temperature_avg_c,decode_ganymede_gpu_temperature_max_c,decode_ganymede_gpu_util_avg_pct,decode_ganymede_gpu_util_max_pct,decode_ganymede_network_rx_bytes,decode_ganymede_network_tx_bytes,decode_ganymede_samples,decode_ganymede_target_freq_mhz,decode_gpu,decode_predicted_p99_tpot_ms,decode_predicted_p_saturated,decode_target_freq_mhz,energy_per_request_j,input_len,kv_bytes_per_token,kv_effective_bandwidth_gbps,kv_total_bytes,num_candidates,num_safe,output_len,predicted_cluster_power_w,predicted_dispatch_ms,predicted_kv_transfer_ms,prefill_gpu,prefill_neptune_gpu_mem_clock_avg_mhz,prefill_neptune_gpu_mem_clock_max_mhz,prefill_neptune_gpu_mem_util_avg_pct,prefill_neptune_gpu_mem_util_max_pct,prefill_neptune_gpu_memory_used_avg_mib,prefill_neptune_gpu_memory_used_max_mib,prefill_neptune_gpu_power_avg_w,prefill_neptune_gpu_power_limit_avg_w,prefill_neptune_gpu_power_limit_max_w,prefill_neptune_gpu_power_max_w,prefill_neptune_gpu_pstate_mode,prefill_neptune_gpu_sm_clock_avg_mhz,prefill_neptune_gpu_sm_clock_max_mhz,prefill_neptune_gpu_sm_clock_min_mhz,prefill_neptune_gpu_temperature_avg_c,prefill_neptune_gpu_temperature_max_c,prefill_neptune_gpu_util_avg_pct,prefill_neptune_gpu_util_max_pct,prefill_neptune_network_rx_bytes,prefill_neptune_network_tx_bytes,prefill_neptune_samples,prefill_neptune_target_freq_mhz,prefill_predicted_p99_queue_plus_prefill_ms,prefill_predicted_p99_ttft_ms,prefill_predicted_p_saturated,prefill_target_freq_mhz,recommended_is_safe,seq,workload_id
14.17,0,,27.09,72.73,64.72,262.79,0.85,INCONCLUSIVE_FINITE_POISSON,12,0.85,53.34,True,True,98.528373,2830.639216,1.0,safe_min_power,OK,6251.0,6251.0,51.173913,100.0,18669.217391,18677.0,36.896087,72.0,72.0,55.9,P0,360.0,360.0,360.0,41.108696,45.0,52.152174,100.0,59528928.0,2548167.0,46,360.0,l4,154.4,0.079869,360,235.886601,32,131072,24.076,4194304,40,30,32,147.8,0.0,1.393688,l40s,9001.0,9001.0,0.816327,28.0,37815.0,37815.0,61.846327,350.0,350.0,75.23,P0,480.0,480.0,480.0,28.469388,29.0,1.142857,39.0,1054313.0,58260386.0,49,480.0,112.4,113.8,0.024298,480,True,1,steady_start
14.39,0,,106.76,82.24,69.37,433.38,3.34,INCONCLUSIVE_FINITE_POISSON,48,0.835,210.18,True,True,100.133438,3460.252877,4.0,safe_min_power,OK,6251.0,6251.0,46.127273,100.0,18688.127273,18713.0,35.292182,72.0,72.0,55.91,P0,360.0,360.0,360.0,43.836364,47.0,46.0,100.0,219703155.0,4477600.0,55,360.0,l4,133.1,0.081364,360,72.088602,32,131072,24.076,4194304,40,30,32,161.7,0.0,1.393688,l40s,9001.0,9001.0,3.932203,30.0,37816.220339,37819.0,64.84339,350.0,350.0,85.01,P0,210.0,210.0,210.0,29.084746,30.0,10.644068,90.0,830036.0,215930802.0,59,210.0,142.7,144.1,0.125887,210,True,2,short_ramp
14.2,0,,81.14,78.32,65.12,460.06,2.54,INCONCLUSIVE_FINITE_POISSON,36,0.846667,403.17,True,True,103.322743,3247.440047,3.0,safe_min_power,OK,6251.0,6251.0,48.56,100.0,18746.52,18805.0,37.2346,72.0,72.0,57.14,P0,570.0,570.0,570.0,46.5,50.0,48.36,100.0,652199768.0,3528242.0,50,570.0,l4,163.4,0.093087,570,90.206668,128,131072,24.076,16777216,40,18,32,177.2,0.0,5.574752,l40s,9001.0,9001.0,2.851852,46.0,37823.222222,37831.0,65.70963,350.0,350.0,89.43,P0,480.0,480.0,480.0,29.185185,31.0,4.296296,71.0,1232618.0,650092192.0,54,480.0,181.0,186.6,0.023551,480,True,3,prefill_shift
20.13,0,,152.63,76.11,64.38,327.83,1.19,INCONCLUSIVE_FINITE_POISSON,24,0.595,189.59,True,True,112.666556,5154.225178,2.0,overload_min_slo_violation,OVERLOAD_FALLBACK,6251.0,6251.0,59.722222,100.0,18805.0,18805.0,42.161944,72.0,72.0,58.56,P0,780.0,780.0,780.0,49.444444,54.0,59.569444,100.0,114063942.0,4168948.0,72,780.0,l4,90.1,0.482318,780,214.759382,32,131072,24.076,4194304,40,0,128,264.6,0.0,1.393688,l40s,9001.0,9001.0,2.708861,42.0,37831.0,37831.0,70.386709,350.0,350.0,84.2,P0,2265.0,2265.0,2265.0,31.012658,32.0,2.683544,41.0,493790.0,110341393.0,79,2265.0,75.0,76.4,0.088827,2265,False,4,decode_shift
14.36,0,,178.33,82.17,66.99,483.7,5.57,INCONCLUSIVE_FINITE_POISSON,80,0.69625,886.07,True,True,111.94953,3492.822848,8.0,overload_min_slo_violation,OVERLOAD_FALLBACK,6251.0,6251.0,50.632653,100.0,18853.163265,18931.0,39.041837,72.0,72.0,58.68,P0,780.0,780.0,780.0,51.285714,54.0,50.22449,100.0,1425297963.0,5114024.0,49,780.0,l4,212.8,0.404959,780,43.660286,128,131072,24.076,16777216,40,0,32,205.6,0.0,5.574752,l40s,9001.0,9001.0,6.981132,49.0,37839.716981,37853.0,72.745472,350.0,350.0,101.32,P0,1755.0,1755.0,1755.0,31.207547,33.0,7.245283,49.0,2621364.0,1422928452.0,53,1755.0,90.6,96.2,0.122929,1755,False,5,sudden_burst
14.22,0,,54.02,75.63,66.34,371.59,1.69,INCONCLUSIVE_FINITE_POISSON,24,0.845,106.35,True,True,97.859294,3372.420809,2.0,safe_min_power,OK,6251.0,6251.0,44.290909,100.0,18931.0,18931.0,35.871636,72.0,72.0,56.67,P0,360.0,360.0,360.0,51.054545,54.0,44.127273,100.0,114002319.0,4082048.0,55,360.0,l4,133.4,0.079869,360,140.517534,32,131072,24.076,4194304,40,30,32,148.7,0.0,1.393688,l40s,9001.0,9001.0,3.355932,35.0,37853.0,37853.0,61.767458,350.0,350.0,74.6,P0,210.0,210.0,210.0,30.084746,31.0,7.169492,75.0,466136.0,110261990.0,59,210.0,129.2,130.6,0.108784,210,True,6,short_recovery
14.24,0,,53.93,78.24,68.22,602.79,1.69,INCONCLUSIVE_FINITE_POISSON,24,0.845,915.18,True,False,111.78477,3494.768778,2.0,overload_min_slo_violation,OVERLOAD_FALLBACK,6251.0,6251.0,51.061224,100.0,19128.142857,19391.0,37.968163,72.0,72.0,57.53,P0,570.0,570.0,570.0,51.653061,55.0,50.979592,100.0,1757553569.0,4419267.0,49,570.0,l4,666.9,0.16783,570,145.615366,512,131072,24.076,67108864,40,0,32,190.8,0.0,22.299008,l40s,9001.0,9001.0,2.0,33.0,37917.481481,38079.0,73.638333,350.0,350.0,109.36,P0,1755.0,1755.0,1755.0,31.222222,34.0,2.62963,43.0,2121945.0,1755456305.0,54,1755.0,168.2,190.5,0.024257,1755,False,7,long_prefill
21.99,0,,174.61,77.24,66.43,404.33,1.36,INCONCLUSIVE_FINITE_POISSON,30,0.453333,347.85,True,True,109.811826,5236.469234,3.0,overload_min_slo_violation,OVERLOAD_FALLBACK,6251.0,6251.0,61.333333,100.0,19391.0,19391.0,43.031467,72.0,72.0,58.96,P0,780.0,780.0,780.0,53.146667,57.0,61.306667,100.0,548545918.0,4788082.0,75,780.0,l4,100.4,0.514316,780,174.548974,128,131072,24.076,16777216,40,0,128,242.6,0.0,5.574752,l40s,9001.0,9001.0,1.47561,29.0,38079.0,38079.0,66.428415,350.0,350.0,83.08,P0,1755.0,1755.0,1755.0,31.04878,32.0,1.512195,30.0,1073226.0,544810078.0,82,1755.0,80.7,86.3,0.102249,1755,False,8,mixed_pressure
14.25,0,,26.95,74.24,64.75,284.3,0.84,INCONCLUSIVE_FINITE_POISSON,12,0.84,53.06,True,True,97.781501,3241.069296,1.0,safe_min_power,OK,6251.0,6251.0,43.396226,100.0,19391.0,19391.0,35.779811,72.0,72.0,57.41,P0,360.0,360.0,360.0,53.09434,55.0,43.377358,100.0,59744528.0,2739697.0,53,360.0,l4,154.4,0.079869,360,270.089108,32,131072,24.076,4194304,40,30,32,147.8,0.0,1.393688,l40s,9001.0,9001.0,1.526316,44.0,38079.0,38079.0,61.953684,350.0,350.0,82.05,P0,480.0,480.0,480.0,30.087719,31.0,1.789474,52.0,294093.0,57450449.0,57,480.0,112.4,113.8,0.024298,480,True,9,quiet_window
12.28,0,,52.12,78.91,68.94,710.61,1.63,INCONCLUSIVE_FINITE_POISSON,20,0.815,1718.31,True,False,119.695168,3829.278018,2.0,overload_min_slo_violation,OVERLOAD_FALLBACK,6251.0,6251.0,41.176471,100.0,19518.45098,19831.0,36.107451,72.0,72.0,58.4,P0,780.0,780.0,780.0,52.803922,56.0,41.117647,100.0,2952479951.0,6551646.0,51,780.0,l4,1138.4,0.351247,780,191.463901,1024,131072,24.076,134217728,40,0,32,251.4,0.0,44.598016,l40s,9001.0,9001.0,1.672727,30.0,38109.545455,38289.0,83.447636,350.0,350.0,129.02,P0,2505.272727,2520.0,2220.0,32.509091,38.0,4.218182,60.0,2912588.0,2948718427.0,55,2520.0,309.9,354.5,0.024411,2520,False,10,prefill_peak
