received_unix_ns,batch_id,service_name,scope_name,scope_version,trace_id,span_id,parent_span_id,name,kind,start_time_unix_ns,end_time_unix_ns,duration_ms,status_code,status_message,resource_attributes_json,span_attributes_json,events_json,links_count
1785511816624513554,37c810d3452e4c1e9a10910bd9102bb0,vllm-single-pool,vllm.llm_engine,,f46f3cee3a3040c8af0b4cb7a4534e75,2a909e738d651117,271133d0abae454b,llm_request,2,1785511814430845440,1785511815362250905,931.405465,0,,"{""service.name"": ""vllm-single-pool"", ""telemetry.sdk.language"": ""python"", ""telemetry.sdk.name"": ""opentelemetry"", ""telemetry.sdk.version"": ""1.39.0""}","{""gen_ai.latency.e2e"": 0.9303479194641113, ""gen_ai.latency.time_in_model_decode"": 0.8825869110878557, ""gen_ai.latency.time_in_model_inference"": 0.9211029971484095, ""gen_ai.latency.time_in_model_prefill"": 0.03851608606055379, ""gen_ai.latency.time_in_queue"": 0.00010876287706196308, ""gen_ai.latency.time_to_first_token"": 0.04520678520202637, ""gen_ai.request.id"": ""cmpl-phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00000-d577a7fa9912-0"", ""gen_ai.request.max_tokens"": 32, ""gen_ai.request.n"": 1, ""gen_ai.request.top_p"": 1.0, ""gen_ai.usage.completion_tokens"": 32, ""gen_ai.usage.prompt_tokens"": 128}",[],0
1785511816624513554,37c810d3452e4c1e9a10910bd9102bb0,vllm-single-pool,vllm.llm_engine,,8d66580b137040ca8ec0f16da2883434,ac6c7842739912eb,77d430aa18e64494,llm_request,2,1785511814431532544,1785511815362762914,931.23037,0,,"{""service.name"": ""vllm-single-pool"", ""telemetry.sdk.language"": ""python"", ""telemetry.sdk.name"": ""opentelemetry"", ""telemetry.sdk.version"": ""1.39.0""}","{""gen_ai.latency.e2e"": 0.9296607971191406, ""gen_ai.latency.time_in_model_decode"": 0.8825869110878557, ""gen_ai.latency.time_in_model_inference"": 0.9211029971484095, ""gen_ai.latency.time_in_model_prefill"": 0.03851608606055379, ""gen_ai.latency.time_in_queue"": 4.735984839498997e-05, ""gen_ai.latency.time_to_first_token"": 0.044519662857055664, ""gen_ai.request.id"": ""cmpl-phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00001-ad32163e234d-0"", ""gen_ai.request.max_tokens"": 32, ""gen_ai.request.n"": 1, ""gen_ai.request.top_p"": 1.0, ""gen_ai.usage.completion_tokens"": 32, ""gen_ai.usage.prompt_tokens"": 128}",[],0
1785511816624513554,37c810d3452e4c1e9a10910bd9102bb0,vllm-single-pool,vllm.llm_engine,,a919b10b57d3456ea97e54cc42e3a11c,32fc8c3ab9e7ce01,dccc921216a342b9,llm_request,2,1785511814433680384,1785511815363140157,929.459773,0,,"{""service.name"": ""vllm-single-pool"", ""telemetry.sdk.language"": ""python"", ""telemetry.sdk.name"": ""opentelemetry"", ""telemetry.sdk.version"": ""1.39.0""}","{""gen_ai.latency.e2e"": 0.9275131225585938, ""gen_ai.latency.time_in_model_decode"": 0.8825869110878557, ""gen_ai.latency.time_in_model_inference"": 0.9211029971484095, ""gen_ai.latency.time_in_model_prefill"": 0.03851608606055379, ""gen_ai.latency.time_in_queue"": 2.8990907594561577e-05, ""gen_ai.latency.time_to_first_token"": 0.04237198829650879, ""gen_ai.request.id"": ""cmpl-phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00002-6eb852336eef-0"", ""gen_ai.request.max_tokens"": 32, ""gen_ai.request.n"": 1, ""gen_ai.request.top_p"": 1.0, ""gen_ai.usage.completion_tokens"": 32, ""gen_ai.usage.prompt_tokens"": 128}",[],0
1785511816624513554,37c810d3452e4c1e9a10910bd9102bb0,vllm-single-pool,vllm.llm_engine,,8e5e264333c44b87976b0e365d40076d,4fa12dc210c9572d,13c243b979084aa3,llm_request,2,1785511814444138240,1785511815389117888,944.979648,0,,"{""service.name"": ""vllm-single-pool"", ""telemetry.sdk.language"": ""python"", ""telemetry.sdk.name"": ""opentelemetry"", ""telemetry.sdk.version"": ""1.39.0""}","{""gen_ai.latency.e2e"": 0.9442312717437744, ""gen_ai.latency.time_in_model_decode"": 0.8853353068698198, ""gen_ai.latency.time_in_model_inference"": 0.9320715309586376, ""gen_ai.latency.time_in_model_prefill"": 0.046736224088817835, ""gen_ai.latency.time_in_queue"": 1.4730961993336678e-05, ""gen_ai.latency.time_to_first_token"": 0.056537628173828125, ""gen_ai.request.id"": ""cmpl-phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00003-ff159a9030e2-0"", ""gen_ai.request.max_tokens"": 32, ""gen_ai.request.n"": 1, ""gen_ai.request.top_p"": 1.0, ""gen_ai.usage.completion_tokens"": 32, ""gen_ai.usage.prompt_tokens"": 128}",[],0
1785511816624513554,37c810d3452e4c1e9a10910bd9102bb0,vllm-single-pool,vllm.llm_engine,,db94d3c863524546a3e08688639282be,1def075437b591b0,feed5bfe10fd464e,llm_request,2,1785511814467094272,1785511815422041418,954.947146,0,,"{""service.name"": ""vllm-single-pool"", ""telemetry.sdk.language"": ""python"", ""telemetry.sdk.name"": ""opentelemetry"", ""telemetry.sdk.version"": ""1.39.0""}","{""gen_ai.latency.e2e"": 0.954237699508667, ""gen_ai.latency.time_in_model_decode"": 0.8937283488921821, ""gen_ai.latency.time_in_model_inference"": 0.943427826045081, ""gen_ai.latency.time_in_model_prefill"": 0.04969947715289891, ""gen_ai.latency.time_in_queue"": 1.8615974113345146e-05, ""gen_ai.latency.time_to_first_token"": 0.05896258354187012, ""gen_ai.request.id"": ""cmpl-phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00004-042c9b278017-0"", ""gen_ai.request.max_tokens"": 32, ""gen_ai.request.n"": 1, ""gen_ai.request.top_p"": 1.0, ""gen_ai.usage.completion_tokens"": 32, ""gen_ai.usage.prompt_tokens"": 128}",[],0
1785511816624513554,37c810d3452e4c1e9a10910bd9102bb0,vllm-single-pool,vllm.llm_engine,,e256b3797ed548a7a0bf7e24780f6f9b,0b2f24a40732e738,630d287d06b74dc3,llm_request,2,1785511814488591616,1785511815450459597,961.867981,0,,"{""service.name"": ""vllm-single-pool"", ""telemetry.sdk.language"": ""python"", ""telemetry.sdk.name"": ""opentelemetry"", ""telemetry.sdk.version"": ""1.39.0""}","{""gen_ai.latency.e2e"": 0.9611890316009521, ""gen_ai.latency.time_in_model_decode"": 0.8965498940087855, ""gen_ai.latency.time_in_model_inference"": 0.9463795160409063, ""gen_ai.latency.time_in_model_prefill"": 0.049829622032120824, ""gen_ai.latency.time_in_queue"": 1.8451828509569168e-05, ""gen_ai.latency.time_to_first_token"": 0.06421923637390137, ""gen_ai.request.id"": ""cmpl-phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00005-aaf854b3184c-0"", ""gen_ai.request.max_tokens"": 32, ""gen_ai.request.n"": 1, ""gen_ai.request.top_p"": 1.0, ""gen_ai.usage.completion_tokens"": 32, ""gen_ai.usage.prompt_tokens"": 128}",[],0
1785511816624513554,37c810d3452e4c1e9a10910bd9102bb0,vllm-single-pool,vllm.llm_engine,,e318c52d2592497281fbec9a7d6e5f79,e81c65981f551e85,083a5e7d416548e6,llm_request,2,1785511814508390656,1785511815476333295,967.942639,0,,"{""service.name"": ""vllm-single-pool"", ""telemetry.sdk.language"": ""python"", ""telemetry.sdk.name"": ""opentelemetry"", ""telemetry.sdk.version"": ""1.39.0""}","{""gen_ai.latency.e2e"": 0.967282772064209, ""gen_ai.latency.time_in_model_decode"": 0.8966618459671736, ""gen_ai.latency.time_in_model_inference"": 0.9464679749216884, ""gen_ai.latency.time_in_model_prefill"": 0.04980612895451486, ""gen_ai.latency.time_in_queue"": 1.8320046365261078e-05, ""gen_ai.latency.time_to_first_token"": 0.06932425498962402, ""gen_ai.request.id"": ""cmpl-phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00006-60a91f632faf-0"", ""gen_ai.request.max_tokens"": 32, ""gen_ai.request.n"": 1, ""gen_ai.request.top_p"": 1.0, ""gen_ai.usage.completion_tokens"": 32, ""gen_ai.usage.prompt_tokens"": 128}",[],0
1785511816624513554,37c810d3452e4c1e9a10910bd9102bb0,vllm-single-pool,vllm.llm_engine,,6266b7775d2a48eea55e2fdc0b79dbb6,66c17f91097bf4af,f344c00fd53a41ab,llm_request,2,1785511814523977216,1785511815508445626,984.46841,0,,"{""service.name"": ""vllm-single-pool"", ""telemetry.sdk.language"": ""python"", ""telemetry.sdk.name"": ""opentelemetry"", ""telemetry.sdk.version"": ""1.39.0""}","{""gen_ai.latency.e2e"": 0.9838056564331055, ""gen_ai.latency.time_in_model_decode"": 0.9043061919510365, ""gen_ai.latency.time_in_model_inference"": 0.9541578930802643, ""gen_ai.latency.time_in_model_prefill"": 0.04985170112922788, ""gen_ai.latency.time_in_queue"": 1.8120044842362404e-05, ""gen_ai.latency.time_to_first_token"": 0.08017969131469727, ""gen_ai.request.id"": ""cmpl-phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00007-cf65b5e4cdb5-0"", ""gen_ai.request.max_tokens"": 32, ""gen_ai.request.n"": 1, ""gen_ai.request.top_p"": 1.0, ""gen_ai.usage.completion_tokens"": 32, ""gen_ai.usage.prompt_tokens"": 128}",[],0
1785511816624513554,37c810d3452e4c1e9a10910bd9102bb0,vllm-single-pool,vllm.llm_engine,,33cce50ab49948df9f0b9148e78c44e5,8adb21550de9a244,b37da7e706884c50,llm_request,2,1785511814561453824,1785511815536036812,974.582988,0,,"{""service.name"": ""vllm-single-pool"", ""telemetry.sdk.language"": ""python"", ""telemetry.sdk.name"": ""opentelemetry"", ""telemetry.sdk.version"": ""1.39.0""}","{""gen_ai.latency.e2e"": 0.9738669395446777, ""gen_ai.latency.time_in_model_decode"": 0.9068857349921018, ""gen_ai.latency.time_in_model_inference"": 0.9568623399827629, ""gen_ai.latency.time_in_model_prefill"": 0.049976604990661144, ""gen_ai.latency.time_in_queue"": 1.751398667693138e-05, ""gen_ai.latency.time_to_first_token"": 0.06590962409973145, ""gen_ai.request.id"": ""cmpl-phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00008-d9230035e7e4-0"", ""gen_ai.request.max_tokens"": 32, ""gen_ai.request.n"": 1, ""gen_ai.request.top_p"": 1.0, ""gen_ai.usage.completion_tokens"": 32, ""gen_ai.usage.prompt_tokens"": 128}",[],0
1785511816624513554,37c810d3452e4c1e9a10910bd9102bb0,vllm-single-pool,vllm.llm_engine,,8c27c457d1614a0ca01aa77a340699f5,9611904ed9ee5595,caffdb63f54f4699,llm_request,2,1785511814572409856,1785511815570620725,998.210869,0,,"{""service.name"": ""vllm-single-pool"", ""telemetry.sdk.language"": ""python"", ""telemetry.sdk.name"": ""opentelemetry"", ""telemetry.sdk.version"": ""1.39.0""}","{""gen_ai.latency.e2e"": 0.9975078105926514, ""gen_ai.latency.time_in_model_decode"": 0.9105485239997506, ""gen_ai.latency.time_in_model_inference"": 0.9651103708893061, ""gen_ai.latency.time_in_model_prefill"": 0.054561846889555454, ""gen_ai.latency.time_in_queue"": 3.450806252658367e-05, ""gen_ai.latency.time_to_first_token"": 0.08441424369812012, ""gen_ai.request.id"": ""cmpl-phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00009-80559a990648-0"", ""gen_ai.request.max_tokens"": 32, ""gen_ai.request.n"": 1, ""gen_ai.request.top_p"": 1.0, ""gen_ai.usage.completion_tokens"": 32, ""gen_ai.usage.prompt_tokens"": 128}",[],0
