window_id,request_index,request_id,trace_id,client_span_id,planned_send_unix_ns,client_ready_unix_ns,actual_send_unix_ns,response_headers_unix_ns,first_token_unix_ns,completed_unix_ns,planned_to_ready_ms,client_queue_delay_ms,send_lag_ms,ttft_ms,tpot_ms,e2e_ms,planned_input_tokens,actual_input_tokens,max_tokens,actual_output_tokens,token_event_count,stream_chunk_count,token_id_event_count,token_timestamp_complete,http_status,response_request_id,outcome,timeout,cancelled,retry_count,attempt_count,response_bytes,error,proxy_arrival_unix_ns,client_to_proxy_ms,prefill_metric_unix_ns,prefill_metric_age_ms,prefill_running,prefill_running_source,prefill_waiting,prefill_waiting_source,prefill_waiting_growth_per_s,prefill_kv_cache_usage,prefill_proxy_inflight,decode_proxy_inflight,decode_metric_unix_ns,decode_metric_age_ms,decode_running,decode_waiting,decode_waiting_growth_per_s,decode_kv_cache_usage
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1,2,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00002-6eb852336eef,a919b10b57d3456ea97e54cc42e3a11c,dccc921216a342b9,1785511814415305326,1785511814417236421,1785511814419761458,1785511814437633630,1785511814481030758,1785511815371790906,1.931095,2.525037,4.456132,61.2693,28.734198322580642,952.029448,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00002-6eb852336eef,success,False,False,0,1,12337,,1785511814419761458,0.0,1785511814300054056,119.707402,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511814300054056,119.707402,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1,1,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00001-ad32163e234d,8d66580b137040ca8ec0f16da2883434,77d430aa18e64494,1785511814395305326,1785511814395897960,1785511814397811102,1785511814436219509,1785511814482618490,1785511815388955445,0.592634,1.913142,2.505776,84.807388,29.236675967741935,991.144343,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00001-ad32163e234d,success,False,False,0,1,12337,,1785511814397811102,0.0,1785511814300054056,97.757046,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511814300054056,97.757046,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1,0,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00000-d577a7fa9912,f46f3cee3a3040c8af0b4cb7a4534e75,271133d0abae454b,1785511814375305326,1785511814386853781,1785511814390792364,1785511814433704746,1785511814484074031,1785511815392137518,11.548455,3.938583,15.487038,93.281667,29.292370548387098,1001.345154,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00000-d577a7fa9912,success,False,False,0,1,12336,,1785511814390792364,0.0,1785511814300054056,90.738308,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511814300054056,90.738308,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1,3,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00003-ff159a9030e2,8e5e264333c44b87976b0e365d40076d,13c243b979084aa3,1785511814435305326,1785511814438778332,1785511814439818429,1785511814445386542,1785511814503345566,1785511815419081172,3.473006,1.040097,4.513103,63.527137,29.539858258064516,979.262743,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00003-ff159a9030e2,success,False,False,0,1,12337,,1785511814439818429,0.0,1785511814300054056,139.764373,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511814300054056,139.764373,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1,4,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00004-042c9b278017,db94d3c863524546a3e08688639282be,feed5bfe10fd464e,1785511814455305326,1785511814456733695,1785511814459125413,1785511814468928434,1785511814527776776,1785511815448780419,1.428369,2.391718,3.820087,68.651363,29.70979493548387,989.655006,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00004-042c9b278017,success,False,False,0,1,12383,,1785511814459125413,0.0,1785511814300054056,159.071357,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511814300054056,159.071357,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1,5,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00005-aaf854b3184c,e256b3797ed548a7a0bf7e24780f6f9b,630d287d06b74dc3,1785511814475305326,1785511814475459437,1785511814477305703,1785511814490437817,1785511814565123183,1785511815479583768,0.154111,1.846266,2.000377,87.81748,29.4987285483871,1002.278065,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00005-aaf854b3184c,success,False,False,0,1,12337,,1785511814477305703,0.0,1785511814300054056,177.251647,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511814300054056,177.251647,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1,6,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00006-60a91f632faf,e318c52d2592497281fbec9a7d6e5f79,083a5e7d416548e6,1785511814495305326,1785511814496008123,1785511814497974150,1785511814510749854,1785511814582611141,1785511815495609409,0.702797,1.966027,2.668824,84.636991,29.451557032258066,997.635259,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00006-60a91f632faf,success,False,False,0,1,12337,,1785511814497974150,0.0,1785511814300054056,197.920094,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511814300054056,197.920094,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1,7,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00007-cf65b5e4cdb5,6266b7775d2a48eea55e2fdc0b79dbb6,f344c00fd53a41ab,1785511814515305326,1785511814515567847,1785511814516937304,1785511814525805265,1785511814606326698,1785511815523088800,0.262521,1.369457,1.631978,89.389394,29.572971032258064,1006.151496,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00007-cf65b5e4cdb5,success,False,False,0,1,12364,,1785511814516937304,0.0,1785511814300054056,216.883248,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511814300054056,216.883248,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1,8,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00008-d9230035e7e4,33cce50ab49948df9f0b9148e78c44e5,b37da7e706884c50,1785511814535305326,1785511814535954961,1785511814538225898,1785511814567206492,1785511814629534786,1785511815557497975,0.649635,2.270937,2.920572,91.308888,29.93429641935484,1019.272077,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00008-d9230035e7e4,success,False,False,0,1,12337,,1785511814538225898,0.0,1785511814300054056,238.171842,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511814300054056,238.171842,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1,10,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00010-44511a0bd4ab,21c3136da8854dc1beb244434a69db71,553ef165f0fa4399,1785511814575305326,1785511814576865297,1785511814578211492,1785511814589800092,1785511814665465934,1785511815586599346,1.559971,1.346195,2.906166,87.254442,29.713981032258065,1008.387854,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00010-44511a0bd4ab,success,False,False,0,1,12337,,1785511814578211492,0.0,1785511814300054056,278.157436,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511814300054056,278.157436,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1,9,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00009-80559a990648,8c27c457d1614a0ca01aa77a340699f5,caffdb63f54f4699,1785511814555305326,1785511814557359325,1785511814560196711,1785511814574742753,1785511814668560728,1785511815589573910,2.053999,2.837386,4.891385,108.364017,29.710102645161292,1029.377199,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00009-80559a990648,success,False,False,0,1,12337,,1785511814560196711,0.0,1785511814300054056,260.142655,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511814300054056,260.142655,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1,11,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00011-820e8fda4614,f484eb1e336b48ce9730eea2faa8213b,2878d5a479054b37,1785511814595305326,1785511814595595763,1785511814597140534,1785511814608655017,1785511814686011479,1785511815628861292,0.290437,1.544771,1.835208,88.870945,30.414510096774194,1031.720758,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00011-820e8fda4614,success,False,False,0,1,12338,,1785511814597140534,0.0,1785511814300054056,297.086478,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511814300054056,297.086478,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1,12,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00012-e88080c0ae25,cf20e3c5a75444b5939bdf0bdfbdd7af,766a569979df4c9d,1785511814615305326,1785511814616190238,1785511814617992744,1785511814627124926,1785511814722732354,1785511815648358927,0.884912,1.802506,2.687418,104.73961,29.85892170967742,1030.366183,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00012-e88080c0ae25,success,False,False,0,1,12337,,1785511814617992744,0.0,1785511814300054056,317.938688,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511814300054056,317.938688,0.0,0.0,0.0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1,13,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00013-5c654781e264,c1eb7d37ab1448ce8f8b949796bd92a3,e07512eff3d04156,1785511814635305326,1785511814635889359,1785511814637292286,1785511814645917595,1785511814724269134,1785511815652025419,0.584033,1.402927,1.98696,86.976848,29.927622096774193,1014.733133,128,128,32,32,32,32,32,True,200,phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r50-rep1-seg1-attempt1-00013-5c654781e264,success,False,False,0,1,12339,,1785511814637292286,0.0,1785511814300054056,337.23823,0.0,combined_vllm_metrics,0.0,combined_vllm_metrics,0.0,0.0,,,1785511814300054056,337.23823,0.0,0.0,0.0,0.0
