role,source_file,line_number,log_timestamp,category,request_id,message
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2/combined_server.log,9,07-31 17:26:02,iteration,,"[0;36m(EngineCore_DP0 pid=2949396)[0;0m INFO 07-31 17:26:02 [core.py:348] Iteration(0): 1 context requests, 32 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 45.44 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2/combined_server.log,13,07-31 17:26:02,iteration,,"[0;36m(EngineCore_DP0 pid=2949396)[0;0m INFO 07-31 17:26:02 [core.py:348] Iteration(1): 1 context requests, 32 context tokens, 1 generation requests, 1 generation tokens, iteration elapsed time: 57.66 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2/combined_server.log,14,07-31 17:26:02,iteration,,"[0;36m(EngineCore_DP0 pid=2949396)[0;0m INFO 07-31 17:26:02 [core.py:348] Iteration(2): 0 context requests, 0 context tokens, 2 generation requests, 2 generation tokens, iteration elapsed time: 44.23 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2/combined_server.log,18,07-31 17:26:02,iteration,,"[0;36m(EngineCore_DP0 pid=2949396)[0;0m INFO 07-31 17:26:02 [core.py:348] Iteration(3): 1 context requests, 32 context tokens, 2 generation requests, 2 generation tokens, iteration elapsed time: 57.78 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2/combined_server.log,22,07-31 17:26:02,iteration,,"[0;36m(EngineCore_DP0 pid=2949396)[0;0m INFO 07-31 17:26:02 [core.py:348] Iteration(4): 0 context requests, 0 context tokens, 3 generation requests, 3 generation tokens, iteration elapsed time: 44.61 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2/combined_server.log,24,07-31 17:26:02,iteration,,"[0;36m(EngineCore_DP0 pid=2949396)[0;0m INFO 07-31 17:26:02 [core.py:348] Iteration(5): 1 context requests, 32 context tokens, 3 generation requests, 3 generation tokens, iteration elapsed time: 50.93 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2/combined_server.log,28,07-31 17:26:02,iteration,,"[0;36m(EngineCore_DP0 pid=2949396)[0;0m INFO 07-31 17:26:02 [core.py:348] Iteration(6): 1 context requests, 32 context tokens, 4 generation requests, 4 generation tokens, iteration elapsed time: 58.24 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2/combined_server.log,30,07-31 17:26:02,iteration,,"[0;36m(EngineCore_DP0 pid=2949396)[0;0m INFO 07-31 17:26:02 [core.py:348] Iteration(7): 0 context requests, 0 context tokens, 5 generation requests, 5 generation tokens, iteration elapsed time: 44.85 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2/combined_server.log,33,07-31 17:26:02,iteration,,"[0;36m(EngineCore_DP0 pid=2949396)[0;0m INFO 07-31 17:26:02 [core.py:348] Iteration(8): 1 context requests, 32 context tokens, 5 generation requests, 5 generation tokens, iteration elapsed time: 57.25 ms"
combined,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260731-171536-luqia-vllm-calibration-l4-ganymede-r3/calibration_results/shard_0/full_observability/phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2/combined_server.log,37,07-31 17:26:02,iteration,,"[0;36m(EngineCore_DP0 pid=2949396)[0;0m INFO 07-31 17:26:02 [core.py:348] Iteration(9): 0 context requests, 0 context tokens, 6 generation requests, 6 generation tokens, iteration elapsed time: 44.35 ms"
