window_id,request_id,token_event_index,stream_chunk_index,token_index_in_chunk,tokens_in_chunk,token_id,timestamp_source,arrival_unix_ns,since_send_ms,since_previous_token_ms,fragment_bytes,fragment_json
phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2,phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2-00000-5e3dd6285879,0,0,0,1,28707,server_token_ids,1785511562169915872,179.835941,,1,"""t"""
phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2,phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2-00000-5e3dd6285879,1,1,0,1,13,server_token_ids,1785511562232743533,242.663602,62.827661,1,"""\n"""
phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2,phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2-00000-5e3dd6285879,2,2,0,1,13,server_token_ids,1785511562291527223,301.447292,58.78369,1,"""\n"""
phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2,phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2-00000-5e3dd6285879,3,3,0,1,2000,server_token_ids,1785511562358513442,368.433511,66.986219,4,"""####"""
phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2,phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2-00000-5e3dd6285879,4,4,0,1,28771,server_token_ids,1785511562417533715,427.453784,59.020273,1,"""#"""
phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2,phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2-00000-5e3dd6285879,5,5,0,1,28705,server_token_ids,1785511562479849336,489.769405,62.315621,1,""" """
phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2,phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2-00000-5e3dd6285879,6,6,0,1,28740,server_token_ids,1785511562540493672,550.413741,60.644336,1,"""1"""
phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2,phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2-00000-5e3dd6285879,7,7,0,1,28723,server_token_ids,1785511562598777395,608.697464,58.283723,1,"""."""
phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2,phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2-00000-5e3dd6285879,8,8,0,1,13,server_token_ids,1785511562662540129,672.460198,63.762734,1,"""\n"""
phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2,phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep2-seg1-attempt2-00000-5e3dd6285879,9,9,0,1,13,server_token_ids,1785511562720921027,730.841096,58.380898,1,"""\n"""
